"Abdel Adrian, Gorion's Ward",ゴライオンの養子、アブデル・エイドリアン,ごらいおんのようしあぶでるえいどりあん,ごらいおんのようしあぶでるえいどりあん
Abduction,誘拐,ゆうかい,ゆうかい
Aberrant,アベラント,あべらんと,あべらんと
Aberrant Mind Sorcerer,精神異常のソーサラー,せいしんいじょうのそーさらー,せいしんいじょうのそーさらー
Aberrant Researcher,逸脱した研究者,いつだつしたけんきゅうしゃ,いつだつしたけんきゅうしゃ
Abeyance,中断,ちゅうだん,ちゅうだん
Abhorrent Oculus,忌まわしき眼魔,いまわしきがんま,いまわしきがんま
Abhorrent Overlord,忌まわしき首領,いまわしきしゅりょう,いまわしきしゅりょう
Abiding Grace,永久の優雅,えいきゅうのゆうが,えいきゅうのゆうが
Abjure,拒絶,きょぜつ,きょぜつ
Abnormal Endurance,異様な忍耐,いようなにんたい,いようなにんたい
Aboleth Spawn,アボレスの落とし子,あぼれすのおとしご,あぼれすのおとしご
Abolish,廃止,はいし,はいし
Abolisher of Bloodlines,血統の撤廃者,けっとうのてっぱいしゃ,けっとうのてっぱいしゃ
Abominable Treefolk,忌まわしきツリーフォーク,いまわしきつりーふぉーく,いまわしきつりーふぉーく
Abomination,忌まわしき者,いまわしきもの,いまわしきもの
Abomination of Gudul,グドゥルの嫌悪者,ぐどぅるのけんおしゃ,ぐどぅるのけんおしゃ
Abomination of Llanowar,ラノワールの異形,らのわーるのいぎょう,らのわーるのいぎょう
Aboroth,アボロス,あぼろす,あぼろす
Aboshan's Desire,アボシャンの願望,あぼしゃんのがんぼう,あぼしゃんのがんぼう
"Aboshan, Cephalid Emperor",セファリッドの皇帝アボシャン,せふぁりっどのこうていあぼしゃん,せふぁりっどのこうていあぼしゃん
About Face,回れ右,まわれみぎ,まわれみぎ
Abrade,削剥,さくはく,さくはく
Abraded Bluffs,擦り減った絶壁,すりへったぜっぺき,すりへったぜっぺき
Abrupt Decay,突然の衰微,とつぜんのすいび,とつぜんのすいび
Absolute Grace,絶対の優雅,ぜったいのゆうが,ぜったいのゆうが
Absolute Law,絶対の法,ぜったいのほう,ぜったいのほう
Absolver Thrull,赦免のスラル,しゃめんのすらる,しゃめんのすらる
Absolving Lammasu,赦免するラマスー,しゃめんするらますー,しゃめんするらますー
Absorb,吸収,きゅうしゅう,きゅうしゅう
Absorb Identity,自我の吸収,じがのきゅうしゅう,じがのきゅうしゅう
Absorb Vis,ヴィスの吸収,ゔぃすのきゅうしゅう,ゔぃすのきゅうしゅう
Abstergo Entertainment,アブスターゴ・エンターテイメント社,あぶすたーごえんたーていめんとしゃ,あぶすたーごえんたーていめんとしゃ
Abstruse Appropriation,込み入った盗用,こみいったとうよう,こみいったとうよう
Abstruse Archaic,難解なアルカイック,なんかいなあるかいっく,なんかいなあるかいっく
Abstruse Interference,難解な干渉,なんかいなかんしょう,なんかいなかんしょう
Abu Ja'far,アブー・ジャーファル,あぶーじゃーふぁる,あぶーじゃーふぁる
Abuelo's Awakening,アブエロの覚醒,あぶえろのかくせい,あぶえろのかくせい
"Abuelo, Ancestral Echo",祖先の残響、アブエロ,そせんのざんきょうあぶえろ,そせんのざんきょうあぶえろ
Abuna Acolyte,高僧の見習い,こうそうのみならい,こうそうのみならい
Abuna's Chant,高僧の詠唱,こうそうのえいしょう,こうそうのえいしょう
Abundance,豊穣,ほうじょう,ほうじょう
Abundant Growth,豊かな成長,ゆたかなせいちょう,ゆたかなせいちょう
Abundant Harvest,豊穣な収穫,ほうじょうなしゅうかく,ほうじょうなしゅうかく
Abundant Maw,甚だしい大口,はなはだしいおおぐち,はなはだしいおおぐち
Abyssal Gatekeeper,深淵の門番,しんえんのもんばん,しんえんのもんばん
Abyssal Gorestalker,深淵の暴虐忍び,しんえんのぼうぎゃくしのび,しんえんのぼうぎゃくしのび
Abyssal Harvester,深淵の収穫者,しんえんのしゅうかくしゃ,しんえんのしゅうかくしゃ
Abyssal Horror,深淵の怪物,しんえんのかいぶつ,しんえんのかいぶつ
Abyssal Hunter,深淵の狩人,しんえんのかりゅうど,しんえんのかりゅうど
Abyssal Nightstalker,深淵の夜魔,しんえんのよま,しんえんのよま
Abyssal Nocturnus,深淵の夜行魔,しんえんのやこうま,しんえんのやこうま
Abyssal Persecutor,深淵の迫害者,しんえんのはくがいしゃ,しんえんのはくがいしゃ
Abyssal Specter,深淵の死霊,しんえんのしりょう,しんえんのしりょう
Abzan Advantage,アブザンの優位,あぶざんのゆうい,あぶざんのゆうい
Abzan Ascendancy,アブザンの隆盛,あぶざんのりゅうせい,あぶざんのりゅうせい
Abzan Banner,アブザンの戦旗,あぶざんのせんき,あぶざんのせんき
Abzan Battle Priest,アブザンの戦僧侶,あぶざんのいくさそうりょ,あぶざんのいくさそうりょ
Abzan Beastmaster,アブザンの獣使い,あぶざんのけものつかい,あぶざんのけものつかい
Abzan Charm,アブザンの魔除け,あぶざんのまよけ,あぶざんのまよけ
Abzan Falconer,アブザンの鷹匠,あぶざんのたかじょう,あぶざんのたかじょう
Abzan Guide,アブザンの先達,あぶざんのせんだつ,あぶざんのせんだつ
Abzan Kin-Guard,アブザンの族護衛,あぶざんのぞくごえい,あぶざんのぞくごえい
Abzan Runemark,アブザンの呪印,あぶざんのじゅいん,あぶざんのじゅいん
Abzan Skycaptain,アブザンの飛空隊長,あぶざんのひくうたいちょう,あぶざんのひくうたいちょう
Academic Dispute,学術論争,がくじゅつろんそう,がくじゅつろんそう
Academic Probation,謹慎補講,きんしんほこう,きんしんほこう
Academy Drake,アカデミーのドレイク,あかでみーのどれいく,あかでみーのどれいく
Academy Elite,アカデミーの精鋭,あかでみーのせいえい,あかでみーのせいえい
Academy Journeymage,アカデミーの修士魔道士,あかでみーのしゅうしまどうし,あかでみーのしゅうしまどうし
Academy Loremaster,アカデミーの伝承師,あかでみーのでんしょうし,あかでみーのでんしょうし
Academy Manufactor,アカデミーの整備士,あかでみーのせいびし,あかでみーのせいびし
Academy Raider,アカデミーの略奪者,あかでみーのりゃくだつしゃ,あかでみーのりゃくだつしゃ
Academy Rector,アカデミーの学長,あかでみーのがくちょう,あかでみーのがくちょう
Academy Researchers,アカデミーの研究者,あかでみーのけんきゅうしゃ,あかでみーのけんきゅうしゃ
Academy Ruins,アカデミーの廃墟,あかでみーのはいきょ,あかでみーのはいきょ
Academy Wall,アカデミーの壁,あかでみーのかべ,あかでみーのかべ
Accelerate,加速,かそく,かそく
Accelerated Mutation,促成の突然変異,そくせいのとつぜんへんい,そくせいのとつぜんへんい
Acceptable Losses,容認される損失,ようにんされるそんしつ,ようにんされるそんしつ
Access Denied,アクセス拒否,あくせすきょひ,あくせすきょひ
Access Maze,進入迷路,しんにゅうめいろ,しんにゅうめいろ
Access Tunnel,接続トンネル,せつぞくとんねる,せつぞくとんねる
Acclaimed Contender,評判高い挑戦者,ひょうばんだかいちょうせんしゃ,ひょうばんだかいちょうせんしゃ
Accomplished Alchemist,成し遂げた錬金術師,なしとげたれんきんじゅつし,なしとげたれんきんじゅつし
Accomplished Automaton,成し遂げた自動機械,なしとげたじどうきかい,なしとげたじどうきかい
Accorder Paladin,調和者隊の聖騎士,ちょうわしゃたいのせいきし,ちょうわしゃたいのせいきし
Accorder's Shield,調和者隊の盾,ちょうわしゃたいのたて,ちょうわしゃたいのたて
Accumulated Knowledge,蓄積した知識,ちくせきしたちしき,ちくせきしたちしき
Accursed Centaur,呪われたケンタウルス,のろわれたけんたうるす,のろわれたけんたうるす
Accursed Horde,呪われた大群,のろわれたたいぐん,のろわれたたいぐん
Accursed Marauder,呪われた匪賊,のろわれたひぞく,のろわれたひぞく
Accursed Spirit,呪われたスピリット,のろわれたすぴりっと,のろわれたすぴりっと
Accursed Witch,呪われた魔女,のろわれたまじょ,のろわれたまじょ
Ace's Baseball Bat,エースの野球バット,えーすのやきゅうばっと,えーすのやきゅうばっと
"Ace, Fearless Rebel",恐れなき反逆者、エース,おそれなきはんぎゃくしゃえーす,おそれなきはんぎゃくしゃえーす
Acererak the Archlich,アーチリッチ、アサーラック,あーちりっちあさーらっく,あーちりっちあさーらっく
Acid Web Spider,酸の巣の蜘蛛,さんのすのくも,さんのすのくも
Acid-Spewer Dragon,吐酸ドラゴン,とさんどらごん,とさんどらごん
Acidic Dagger,酸の短剣,さんのたんけん,さんのたんけん
Acidic Slime,酸のスライム,さんのすらいむ,さんのすらいむ
Acidic Sliver,酸性スリヴァー,さんせいすりゔぁー,さんせいすりゔぁー
Acidic Soil,酸性土,さんせいど,さんせいど
"Aclazotz, Deepest Betrayal",最深の裏切り、アクロゾズ,さいしんのうらぎりあくろぞず,さいしんのうらぎりあくろぞず
Acolyte Hybrid,アコライト・ハイブリッド,あこらいとはいぶりっど,あこらいとはいぶりっど
Acolyte of Aclazotz,アクロゾズの侍祭,あくろぞずのじさい,あくろぞずのじさい
Acolyte of Affliction,苦悶の侍祭,くもんのじさい,くもんのじさい
Acolyte of Bahamut,バハムートの侍祭,ばはむーとのじさい,ばはむーとのじさい
Acolyte of Xathrid,ザスリッドの見習い僧,ざすりっどのみならいそう,ざすりっどのみならいそう
Acolyte of the Inferno,業火の侍祭,ごうかのじさい,ごうかのじさい
Acolyte's Reward,侍祭の報賞,じさいのほうしょう,じさいのほうしょう
Acorn Catapult,どんぐりカタパルト,どんぐりかたぱると,どんぐりかたぱると
Acorn Harvest,ドングリの収穫,どんぐりのしゅうかく,どんぐりのしゅうかく
Acquire,接収,せっしゅう,せっしゅう
Acquired Mutation,後天性突然変異,こうてんせいとつぜんへんい,こうてんせいとつぜんへんい
Acquisition Octopus,収得のタコ,しゅうとくのたこ,しゅうとくのたこ
Acquisitions Expert,収得の熟練者,しゅうとくのじゅくれんしゃ,しゅうとくのじゅくれんしゃ
Acridian,アクリディアン虫,あくりでぃあんむし,あくりでぃあんむし
Acrobatic Cheerleader,軽業のチアリーダー,かるわざのちありーだー,かるわざのちありーだー
Acrobatic Leap,軽業の跳躍,かるわざのちょうやく,かるわざのちょうやく
Acrobatic Maneuver,軽業の妙技,かるわざのみょうぎ,かるわざのみょうぎ
Act of Aggression,攻撃的な行動,こうげきてきなこうどう,こうげきてきなこうどう
Act of Authority,権威の行動,けんいのこうどう,けんいのこうどう
Act of Heroism,英雄的行動,えいゆうてきこうどう,えいゆうてきこうどう
Act of Treason,反逆の行動,はんぎゃくのこうどう,はんぎゃくのこうどう
Act on Impulse,衝動的な行動,しょうどうてきなこうどう,しょうどうてきなこうどう
Activated Sleeper,目覚めた潜伏工作員,めざめたせんぷくこうさくいん,めざめたせんぷくこうさくいん
Active Volcano,活火山,かつかざん,かつかざん
Ad Nauseam,むかつき,むかつき,むかつき
Adamant Will,不屈の意志,ふくつのいし,ふくつのいし
"Adamaro, First to Desire",初めて欲したもの、仇麻呂,はじめてほっしたものあだまろ,はじめてほっしたものあだまろ
Adanto Vanguard,アダントの先兵,あだんとのせんぺい,あだんとのせんぺい
"Adanto, the First Fort",一番砦、アダント,いちばんとりであだんと,いちばんとりであだんと
Adaptive Automaton,順応する自動機械,じゅんのうするじどうきかい,じゅんのうするじどうきかい
Adaptive Gemguard,順応する宝石護り,じゅんのうするほうせきまもり,じゅんのうするほうせきまもり
Adaptive Shimmerer,順応する煌くもの,じゅんのうするきらめくもの,じゅんのうするきらめくもの
Adaptive Snapjaw,順応する跳ね顎,じゅんのうするはねあご,じゅんのうするはねあご
Adaptive Sporesinger,適応体の胞子歌い,てきおうたいのほうしうたい,てきおうたいのほうしうたい
Adarkar Valkyrie,アダーカーの戦乙女,あだーかーのいくさおとめ,あだーかーのいくさおとめ
Adarkar Wastes,アダーカー荒原,あだーかーこうげん,あだーかーこうげん
Adarkar Windform,アダーカーの風精,あだーかーのふうせい,あだーかーのふうせい
Adder-Staff Boggart,マムシ杖のボガート,まむしづえのぼがーと,まむしづえのぼがーと
Addle,頭の混乱,あたまのこんらん,あたまのこんらん
"Adeline, Resplendent Cathar",輝かしい聖戦士、エーデリン,かがやかしいせいせんしえーでりん,かがやかしいせいせんしえーでりん
"Adeliz, the Cinder Wind",燃えがらの風、エイデリズ,もえがらのかぜえいでりず,もえがらのかぜえいでりず
"Adewale, Breaker of Chains",鎖を断つ者、アドウェール,くさりをたつものあどうぇーる,くさりをたつものあどうぇーる
Adherent of Hope,希望の支持者,きぼうのしじしゃ,きぼうのしじしゃ
Adipose Offspring,アディポーズの子,あでぃぽーずのこ,あでぃぽーずのこ
Admiral Beckett Brass,鉄面提督ベケット,てつめんていとくべけっと,てつめんていとくべけっと
"Admiral Brass, Unsinkable",沈まぬ者、鉄面提督,しずまぬものてつめんていとく,しずまぬものてつめんていとく
Admiral's Order,提督の命令,ていとくのめいれい,ていとくのめいれい
Admonition Angel,忠告の天使,ちゅうこくのてんし,ちゅうこくのてんし
Adorned Pouncer,典雅な襲撃者,てんがなしゅうげきしゃ,てんがなしゅうげきしゃ
Adrestia,アドレスティア号,あどれすてぃあごう,あどれすてぃあごう
Adriana's Valor,アドリアナの武勇,あどりあなのぶゆう,あどりあなのぶゆう
"Adriana, Captain of the Guard",護衛隊長、アドリアナ,ごえいたいちょうあどりあな,ごえいたいちょうあどりあな
"Adric, Mathematical Genius",数学の天才、アドリック,すうがくのてんさいあどりっく,すうがくのてんさいあどりっく
"Adrix and Nev, Twincasters",双子唱者、アドリックスとネヴ,ふたごしょうしゃあどりっくすとねゔ,ふたごしょうしゃあどりっくすとねゔ
Adult Gold Dragon,アダルト・ゴールド・ドラゴン,あだるとごーるどどらごん,あだるとごーるどどらごん
Advance Scout,先発の斥候,せんぱつのせっこう,せんぱつのせっこう
Advanced Hoverguard,上位の空護り,じょういのそらまもり,じょういのそらまもり
Advanced Stitchwing,改良された縫い翼,かいりょうされたぬいつばさ,かいりょうされたぬいつばさ
Advantageous Proclamation,好都合な宣言,こうつごうなせんげん,こうつごうなせんげん
Advent of the Wurm,ワームの到来,わーむのとうらい,わーむのとうらい
Adventure Awaits,待ち受ける冒険,まちうけるぼうけん,まちうけるぼうけん
Adventuring Gear,冒険者の装具,ぼうけんしゃのそうぐ,ぼうけんしゃのそうぐ
Adventurous Impulse,冒険の衝動,ぼうけんのしょうどう,ぼうけんのしょうどう
Adverse Conditions,逆境,ぎゃっきょう,ぎゃっきょう
Advice from the Fae,妖精からの助言,ようせいからのじょげん,ようせいからのじょげん
Advocate of the Beast,獣の代言者,けもののだいげんしゃ,けもののだいげんしゃ
"Aegar, the Freezing Flame",氷結する火炎、エーガー,ひょうけつするかえんえーがー,ひょうけつするかえんえーがー
Aegis Angel,神盾の天使,しんじゅんのてんし,しんじゅんのてんし
Aegis Automaton,神盾自動機械,しんじゅんじどうきかい,しんじゅんじどうきかい
Aegis Turtle,神盾の海亀,しんじゅんのうみがめ,しんじゅんのうみがめ
Aegis of Honor,名誉の神盾,めいよのかみたて,めいよのかみたて
Aegis of the Gods,神々の神盾,かみがみのしんじゅん,かみがみのしんじゅん
Aegis of the Heavens,天界の神盾,てんかいのしんじゅん,てんかいのしんじゅん
Aeon Chronicler,永劫の年代史家,えいごうのねんだいしか,えいごうのねんだいしか
Aeon Engine,永劫機関,えいごうきかん,えいごうきかん
Aerial Assault,空からの突撃,そらからのとつげき,そらからのとつげき
Aerial Boost,空中ブースト,くうちゅうぶーすと,くうちゅうぶーすと
Aerial Caravan,天駆ける隊商,あまかけるたいしょう,あまかけるたいしょう
Aerial Engineer,空の技師,そらのぎし,そらのぎし
Aerial Extortionist,天駆ける恐喝者,あまかけるきょうかつしゃ,あまかけるきょうかつしゃ
Aerial Formation,空中隊形,くうちゅうたいけい,くうちゅうたいけい
Aerial Guide,空からの導き手,そらからのみちびきて,そらからのみちびきて
Aerial Maneuver,天駆ける進撃,あまかけるしんげき,あまかけるしんげき
Aerial Modification,浮遊化改造,ふゆうかかいぞう,ふゆうかかいぞう
Aerial Predation,空中捕食,くうちゅうほしょく,くうちゅうほしょく
Aerial Responder,空中対応員,くうちゅうたいおういん,くうちゅうたいおういん
Aerial Surveyor,天駆ける偵察機,あまかけるていさつき,あまかけるていさつき
Aerial Volley,空への斉射,そらへのせいしゃ,そらえのせいしゃ
Aerie Auxiliary,空からの援軍,そらからのえんぐん,そらからのえんぐん
Aerie Bowmasters,高楼の弓使い,こうろうのゆみつかい,こうろうのゆみつかい
Aerie Mystics,高層の神秘家,こうそうのしんぴか,こうそうのしんぴか
Aerie Ouphes,高層のアウフ,こうそうのあうふ,こうそうのあうふ
Aerie Worshippers,高巣の崇拝者,こうそうのすうはいしゃ,こうそうのすうはいしゃ
Aeromoeba,エアロミーバ,えあろみーば,えあろみーば
Aeromunculus,エアロムンクルス,えあろむんくるす,えあろむんくるす
Aeronaut Admiral,飛空士の提督,ひくうしのていとく,ひくうしのていとく
Aeronaut Cavalry,飛空士の騎兵部隊,ひくうしのきへいぶたい,ひくうしのきへいぶたい
Aeronaut Tinkerer,飛空士の修繕屋,ひくうしのしゅうぜんや,ひくうしのしゅうぜんや
Aeronaut's Wings,飛空士の翼,ひくうしのつばさ,ひくうしのつばさ
"Aesi, Tyrant of Gyre Strait",円渦海峡の暴君、アシー,えんかかいきょうのぼうくんあしー,えんかかいきょうのぼうくんあしー
Aesthir Glider,エイスサーの滑空機,えいすさーのかっくうき,えいすさーのかっくうき
Aether Channeler,霊気の媒介者,れいきのばいかいしゃ,れいきのばいかいしゃ
Aether Chaser,霊気追跡者,れいきついせきしゃ,れいきついせきしゃ
Aether Gust,霊気の疾風,れいきのしっぷう,れいきのしっぷう
Aether Helix,霊気のらせん,れいきのらせん,れいきのらせん
Aether Herder,霊気運用者,れいきうんようしゃ,れいきうんようしゃ
Aether Hub,霊気拠点,れいききょてん,れいききょてん
Aether Inspector,霊気査閲者,れいきさえつしゃ,れいきさえつしゃ
Aether Meltdown,霊気溶融,れいきようゆう,れいきようゆう
Aether Poisoner,霊気毒殺者,れいきどくさつしゃ,れいきどくさつしゃ
Aether Refinery,霊気の精錬所,れいきのせいれんじょ,れいきのせいれんじょ
Aether Revolt,霊気紛争,れいきふんそう,れいきふんそう
Aether Spike,霊気の撃ち込み,れいきのうちこみ,れいきのうちこみ
Aether Swooper,霊気急襲者,れいききゅうしゅうしゃ,れいききゅうしゅうしゃ
Aether Theorist,理論霊気学者,りろんれいきがくしゃ,りろんれいきがくしゃ
Aether Tunnel,霊気トンネル,れいきとんねる,れいきとんねる
Aetherblade Agent,霊気刃の工作員,れいきやいばのこうさくいん,れいきやいばのこうさくいん
Aetherborn Marauder,霊基体の匪賊,れいきたいのひぞく,れいきたいのひぞく
Aetherflux Reservoir,霊気貯蔵器,れいきちょぞうき,れいきちょぞうき
Aethergeode Miner,霊気晶の鉱夫,れいきしょうのこうふ,れいきしょうのこうふ
Aetherize,霊気化,れいきか,れいきか
Aethershield Artificer,霊気盾の工匠,れいきじゅんのこうしょう,れいきじゅんのこうしょう
Aethersphere Harvester,霊気圏の収集艇,れいきけんのしゅうしゅうてい,れいきけんのしゅうしゅうてい
Aetherspouts,霊気渦竜巻,れいきうずたつまき,れいきうずたつまき
Aethersquall Ancient,霊気烈風の古きもの,れいきれっぷうのふるきもの,れいきれっぷうのふるきもの
Aetherstorm Roc,霊気嵐のロック,れいきあらしのろっく,れいきあらしのろっく
Aetherstream Leopard,霊気流の豹,れいきりゅうのひょう,れいきりゅうのひょう
Aethertide Whale,霊気海嘯の鯨,れいきかいしょうのくじら,れいきかいしょうのくじら
Aethertorch Renegade,改革派の霊気砲手,かいかくはのれいきほうしゅ,かいかくはのれいきほうしゅ
Aetherwind Basker,霊気風浴び,れいきふうあび,れいきふうあび
"Aetherwing, Golden-Scale Flagship",黄金鱗の旗艦、エーテルウィング,おうごんうろこのきかんえーてるうぃんぐ,おうごんうろこのきかんえーてるうぃんぐ
Aetherworks Marvel,霊気池の驚異,れいきちのきょうい,れいきちのきょうい
"Aeve, Progenitor Ooze",前駆軟泥、エーヴ,ぜんくなんでいえーゔ,ぜんくなんでいえーゔ
Affa Guard Hound,アーファの番犬,あーふぁのばんけん,あーふぁのばんけん
Affa Protector,アーファの守護者,あーふぁのしゅごしゃ,あーふぁのしゅごしゃ
Affectionate Indrik,優しいインドリク,やさしいいんどりく,やさしいいんどりく
Afflict,苦悩,くのう,くのう
Afflicted Deserter,苦悩の脱走者,くのうのだっそうしゃ,くのうのだっそうしゃ
Afiya Grove,アフィヤの樹,あふぃやのき,あふぃやのき
Afterlife,死後の生命,しごのせいめい,しごのせいめい
Aftermath Analyst,事件現場の分析者,じけんげんばのぶんせきしゃ,じけんげんばのぶんせきしゃ
Aftershock,余震,よしん,よしん
Agadeem Occultist,アガディームの密教信者,あがでぃーむのみっきょうしんじゃ,あがでぃーむのみっきょうしんじゃ
Agadeem's Awakening,アガディームの覚醒,あがでぃーむのかくせい,あがでぃーむのかくせい
"Agadeem, the Undercrypt",地下遺跡、アガディーム,ちかいせきあがでぃーむ,ちかいせきあがでぃーむ
Against All Odds,万難を排して,ばんなんをはいして,ばんなんをはいして
Agate Assault,瑪瑙の落石,めのうのらくせき,めのうのらくせき
Agate Instigator,瑪瑙の扇動者,めのうのせんどうしゃ,めのうのせんどうしゃ
Agate-Blade Assassin,瑪瑙刃の暗殺者,めのうやいばのあんさつしゃ,めのうやいばのあんさつしゃ
Agatha of the Vile Cauldron,穢れの大釜、アガサ,けがれのおおがまあがさ,けがれのおおがまあがさ
Agatha's Champion,アガサの勇者,あがさのゆうしゃ,あがさのゆうしゃ
Agatha's Soul Cauldron,アガサの魂の大釜,あがさのたましいのおおがま,あがさのたましいのおおがま
Age-Graced Chapel,年季の入った礼拝堂,ねんきのはいったれいはいどう,ねんきのはいったれいはいどう
Ageless Entity,老いざる精体,おいざるせいたい,おいざるせいたい
Ageless Guardian,老いざる守護者,おいざるしゅごしゃ,おいざるしゅごしゃ
Ageless Sentinels,老いざる歩哨,おいざるほしょう,おいざるほしょう
Agency Coroner,探偵社の検視官,たんていしゃのけんしかん,たんていしゃのけんしかん
Agency Outfitter,探偵社の装備役,たんていしゃのそうびやく,たんていしゃのそうびやく
Agent Frank Horrigan,エージェント、フランク・ホリガン,えーじぇんとふらんくほりがん,えーじぇんとふらんくほりがん
Agent of Acquisitions,獲得の工作員,かくとくのこうさくいん,かくとくのこうさくいん
Agent of Erebos,エレボスの代行者,えれぼすのだいこうしゃ,えれぼすのだいこうしゃ
Agent of Horizons,彼方の工作員,かなたのこうさくいん,かなたのこうさくいん
Agent of Masks,仮面の工作員,かめんのこうさくいん,かめんのこうさくいん
Agent of Shauku,ショークーの工作員,しょーくーのこうさくいん,しょーくーのこうさくいん
Agent of Treachery,裏切りの工作員,うらぎりのこうさくいん,うらぎりのこうさくいん
Agent of the Fates,運命の工作員,うんめいのこうさくいん,うんめいのこうさくいん
Agent of the Iron Throne,鉄の玉座の工作員,てつのぎょくざのこうさくいん,てつのぎょくざのこうさくいん
Agent of the Shadow Thieves,影盗賊団の工作員,かげとうぞくだんのこうさくいん,かげとうぞくだんのこうさくいん
Agent's Toolkit,工作員の道具箱,こうさくいんのどうぐばこ,こうさくいんのどうぐばこ
Aggravate,逆鱗,げきりん,げきりん
Aggravated Assault,追い討ち,おいうち,おいうち
Aggressive Biomancy,攻勢生術,こうせいせいじゅつ,こうせいせいじゅつ
Aggressive Instinct,攻撃本能,こうげきほんのう,こうげきほんのう
Aggressive Mammoth,攻撃的なマンモス,こうげきてきなまんもす,こうげきてきなまんもす
Aggressive Mining,強引な採掘,ごういんなさいくつ,ごういんなさいくつ
